# BUSCO version is: 5.8.0 
# The lineage dataset is: bacteria_odb10 (Creation date: 2024-01-08, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
665824at2	Duplicated	Utg1904	265559	267274	+	801.8	533	https://v10-1.orthodb.org/?query=665824at2	Proline--tRNA ligase
761140at2	Complete	Utg1904	1716695	1714632	-	184.6	266	https://v10-1.orthodb.org/?query=761140at2	Methionine--tRNA ligase
776861at2	Complete	Utg1904	2611394	2612080	+	267.9	206	https://v10-1.orthodb.org/?query=776861at2	Cytidylate kinase
837522at2	Complete	Utg1904	1095325	1096869	+	643.3	409	https://v10-1.orthodb.org/?query=837522at2	ATP synthase subunit alpha
841869at2	Complete	Utg1930	33699	32671	-	132.3	183	https://v10-1.orthodb.org/?query=841869at2	UDP-N-acetylenolpyruvoylglucosamine reductase
874197at2	Complete	Utg1904	3758864	3759868	+	413.9	272	https://v10-1.orthodb.org/?query=874197at2	Holliday junction ATP-dependent DNA helicase RuvB
923547at2	Complete	Utg1904	3609	4679	+	456.6	313	https://v10-1.orthodb.org/?query=923547at2	Phosphoribosylformylglycinamidine cyclo-ligase
932854at2	Complete	Utg1904	3336981	3338267	+	660.5	419	https://v10-1.orthodb.org/?query=932854at2	Phosphoribosylamine--glycine ligase
932993at2	Duplicated	Utg1904	1420594	1421928	+	99.5	246	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
932993at2	Duplicated	Utg2014	52780	51482	-	94.3	232	https://v10-1.orthodb.org/?query=932993at2	Trigger factor
961486at2	Duplicated	Utg1918	190472	189651	-	234.5	187	https://v10-1.orthodb.org/?query=961486at2	Ribosomal protein L2
961486at2	Duplicated	Utg1904	475593	474769	-	230.4	173	https://v10-1.orthodb.org/?query=961486at2	Ribosomal protein L2
981870at2	Duplicated	Utg2006	64942	63857	-	325.5	267	https://v10-1.orthodb.org/?query=981870at2	Chorismate synthase
981870at2	Duplicated	Utg1904	2726462	2727553	+	311.3	267	https://v10-1.orthodb.org/?query=981870at2	Chorismate synthase
984717at2	Duplicated	Utg1904	3726052	3725024	-	228.9	222	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
984717at2	Duplicated	Utg1988	27088	26183	-	228.6	221	https://v10-1.orthodb.org/?query=984717at2	GTPase Era
1009041at2	Complete	Utg1904	746507	745332	-	249.3	219	https://v10-1.orthodb.org/?query=1009041at2	Cell division protein FtsZ
1024388at2	Complete	Utg1904	2561034	2559868	-	443.5	308	https://v10-1.orthodb.org/?query=1024388at2	S-adenosylmethionine synthetase
1036075at2	Complete	Utg1904	1241465	1243273	+	280.5	329	https://v10-1.orthodb.org/?query=1036075at2	GIY-YIG endonuclease
1043239at2	Duplicated	Utg1914	43747	44472	+	142.7	155	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1043239at2	Duplicated	Utg1904	3077980	3077252	-	136.4	155	https://v10-1.orthodb.org/?query=1043239at2	Uridylate kinase
1049662at2	Complete	Utg1904	3335281	3336855	+	606.5	438	https://v10-1.orthodb.org/?query=1049662at2	Methylglyoxal synthase-like domain
1054741at2	Duplicated	Utg1948	22401	21235	-	455.5	330	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1054741at2	Duplicated	Utg1904	3633834	3634967	+	432.6	329	https://v10-1.orthodb.org/?query=1054741at2	tRNA-specific 2-thiouridylase
1069591at2	Fragmented	Utg1904	3251880	3250936	-	142.2	136	https://v10-1.orthodb.org/?query=1069591at2	tRNA dimethylallyltransferase
1074831at2	Complete	Utg1904	1254129	1252462	-	246.9	383	https://v10-1.orthodb.org/?query=1074831at2	DNA repair protein RecN
1080436at2	Duplicated	Utg1904	3064076	3065125	+	397.3	263	https://v10-1.orthodb.org/?query=1080436at2	Protein RecA
1080436at2	Duplicated	Utg1978	74936	76024	+	392.4	262	https://v10-1.orthodb.org/?query=1080436at2	Protein RecA
1093223at2	Complete	Utg1904	1178974	1180320	+	306.0	337	https://v10-1.orthodb.org/?query=1093223at2	Mur ligase, C-terminal
1132353at2	Duplicated	Utg1918	188991	188293	-	213.4	161	https://v10-1.orthodb.org/?query=1132353at2	K Homology domain
1132353at2	Duplicated	Utg1904	474137	473385	-	206.8	161	https://v10-1.orthodb.org/?query=1132353at2	K Homology domain
1151822at2	Complete	Utg1904	605086	603968	-	260.8	249	https://v10-1.orthodb.org/?query=1151822at2	Phospho-N-acetylmuramoyl-pentapeptide-transferase
1166299at2	Complete	Utg1904	560006	559101	-	133.8	122	https://v10-1.orthodb.org/?query=1166299at2	tRNA pseudouridine synthase B
1211060at2	Duplicated	Utg1918	180783	180163	-	216.3	164	https://v10-1.orthodb.org/?query=1211060at2	RNA-binding S4 domain
1211060at2	Duplicated	Utg1904	466031	465405	-	201.1	164	https://v10-1.orthodb.org/?query=1211060at2	RNA-binding S4 domain
1257362at2	Complete	Utg1904	3429033	3428023	-	248.4	235	https://v10-1.orthodb.org/?query=1257362at2	tRNA N6-adenosine threonylcarbamoyltransferase
1266295at2	Complete	Utg1904	1262472	1263266	+	285.1	247	https://v10-1.orthodb.org/?query=1266295at2	Triosephosphate isomerase
1270636at2	Duplicated	Utg1918	192034	191405	-	176.7	161	https://v10-1.orthodb.org/?query=1270636at2	Ribosomal protein L3
1270636at2	Duplicated	Utg1904	477174	476536	-	164.3	161	https://v10-1.orthodb.org/?query=1270636at2	Ribosomal protein L3
1272633at2	Complete	Utg1904	611098	610175	-	138.1	156	https://v10-1.orthodb.org/?query=1272633at2	S-adenosyl-L-methionine-dependent methyltransferase
1346419at2	Complete	Utg1904	372729	371476	-	344.8	289	https://v10-1.orthodb.org/?query=1346419at2	Flavoprotein
1395197at2	Duplicated	Utg1914	48488	49840	+	133.7	156	https://v10-1.orthodb.org/?query=1395197at2	Peptidase M50
1395197at2	Duplicated	Utg1904	3073831	3072473	-	128.2	155	https://v10-1.orthodb.org/?query=1395197at2	Peptidase M50
1398618at2	Duplicated	Utg1904	470441	469908	-	145.6	130	https://v10-1.orthodb.org/?query=1398618at2	Ribosomal protein L6, alpha-beta domain
1398618at2	Duplicated	Utg1918	185250	184717	-	142.5	130	https://v10-1.orthodb.org/?query=1398618at2	Ribosomal protein L6, alpha-beta domain
1419877at2	Complete	Utg1904	3441710	3440637	-	242.2	261	https://v10-1.orthodb.org/?query=1419877at2	glycerol-3-phosphate dehydrogenase
1456375at2	Duplicated	Utg1918	186548	186009	-	228.7	141	https://v10-1.orthodb.org/?query=1456375at2	Ribosomal protein L5
1456375at2	Duplicated	Utg1904	471713	471177	-	225.2	137	https://v10-1.orthodb.org/?query=1456375at2	Ribosomal protein L5
1470978at2	Complete	Utg1904	1212472	1212978	+	77.1	106	https://v10-1.orthodb.org/?query=1470978at2	Ribosomal protein L10
1490892at2	Complete	Utg1904	3518701	3519423	+	58.5	85	https://v10-1.orthodb.org/?query=1490892at2	16S rRNA (uracil(1498)-N(3))-methyltransferase
1491686at2	Complete	Utg1904	1982527	1983180	+	140.3	130	https://v10-1.orthodb.org/?query=1491686at2	Adenylate kinase
1497415at2	Complete	Utg1904	564211	563663	-	25.0	38	https://v10-1.orthodb.org/?query=1497415at2	Ribosome maturation factor RimM
1502854at2	Complete	Utg1904	573499	574128	+	249.6	185	https://v10-1.orthodb.org/?query=1502854at2	Guanylate kinase
1504821at2	Complete	Utg1904	956654	955653	-	162.7	222	https://v10-1.orthodb.org/?query=1504821at2	Riboflavin kinase
1505038at2	Duplicated	Utg1918	184339	183836	-	227.2	149	https://v10-1.orthodb.org/?query=1505038at2	Ribosomal protein S5
1505038at2	Duplicated	Utg1904	469540	469043	-	218.6	148	https://v10-1.orthodb.org/?query=1505038at2	Ribosomal protein S5
1540940at2	Complete	Utg1904	1800423	1800893	+	197.5	133	https://v10-1.orthodb.org/?query=1540940at2	Ribosomal protein S7 domain
1567535at2	Duplicated	Utg1918	183207	181876	-	358.3	298	https://v10-1.orthodb.org/?query=1567535at2	Protein translocase subunit SecY
1567535at2	Duplicated	Utg1904	468409	467051	-	339.4	297	https://v10-1.orthodb.org/?query=1567535at2	Protein translocase subunit SecY
1572673at2	Duplicated	Utg1918	191394	190789	-	122.4	102	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1572673at2	Duplicated	Utg1904	476524	475922	-	110.0	99	https://v10-1.orthodb.org/?query=1572673at2	50S ribosomal protein L4
1574817at2	Complete	Utg1904	811730	812179	+	126.9	147	https://v10-1.orthodb.org/?query=1574817at2	Transcription antitermination protein NusB
1590629at2	Complete	Utg1904	2595319	2595951	+	61.5	81	https://v10-1.orthodb.org/?query=1590629at2	rRNA small subunit methyltransferase G
1592033at2	Complete	Utg1904	397955	399289	+	483.2	375	https://v10-1.orthodb.org/?query=1592033at2	GTPase HflX
1595498at2	Complete	Utg1918	74240	73818	-	49.0	47	https://v10-1.orthodb.org/?query=1595498at2	Ribosome maturation factor RimP
1623045at2	Duplicated	Utg1904	3503988	3503236	-	265.8	188	https://v10-1.orthodb.org/?query=1623045at2	Ribosomal protein S2
1623045at2	Duplicated	Utg1914	41900	42625	+	272.3	187	https://v10-1.orthodb.org/?query=1623045at2	Ribosomal protein S2
1661836at2	Complete	Utg1904	2717252	2717848	+	163.3	150	https://v10-1.orthodb.org/?query=1661836at2	Recombination protein RecR
1666043at2	Duplicated	Utg1918	189341	189009	-	118.0	86	https://v10-1.orthodb.org/?query=1666043at2	Ribosomal protein L22/L17
1666043at2	Duplicated	Utg1904	474468	474139	-	110.5	84	https://v10-1.orthodb.org/?query=1666043at2	Ribosomal protein L22/L17
1671455at2	Duplicated	Utg1930	26711	26007	-	214.5	166	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1671455at2	Duplicated	Utg1904	1211457	1212152	+	206.2	164	https://v10-1.orthodb.org/?query=1671455at2	Ribosomal protein L1
1674344at2	Duplicated	Utg1914	44623	45180	+	162.8	136	https://v10-1.orthodb.org/?query=1674344at2	Ribosome recycling factor
1674344at2	Duplicated	Utg1904	3077166	3076612	-	148.5	135	https://v10-1.orthodb.org/?query=1674344at2	Ribosome recycling factor
1676462at2	Duplicated	Utg2010	82460	83044	+	127.3	105	https://v10-1.orthodb.org/?query=1676462at2	Peptidyl-tRNA hydrolase
1676462at2	Duplicated	Utg1904	1767343	1766762	-	133.3	103	https://v10-1.orthodb.org/?query=1676462at2	Peptidyl-tRNA hydrolase
1692188at2	Duplicated	Utg1918	185655	185263	-	234.1	131	https://v10-1.orthodb.org/?query=1692188at2	Ribosomal protein S8
1692188at2	Duplicated	Utg1904	470850	470455	-	207.2	130	https://v10-1.orthodb.org/?query=1692188at2	Ribosomal protein S8
1698718at2	Duplicated	Utg1904	562668	562300	-	129.7	90	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1698718at2	Duplicated	Utg1988	69035	68688	-	120.7	90	https://v10-1.orthodb.org/?query=1698718at2	Ribosomal protein L19
1701531at2	Complete	Utg1904	1096947	1097816	+	163.5	146	https://v10-1.orthodb.org/?query=1701531at2	ATP synthase, F1 complex, gamma subunit
1702697at2	Duplicated	Utg1904	1211025	1211453	+	132.8	105	https://v10-1.orthodb.org/?query=1702697at2	Ribosomal protein L11, C-terminal
1702697at2	Duplicated	Utg1930	27143	26715	-	129.4	105	https://v10-1.orthodb.org/?query=1702697at2	Ribosomal protein L11, C-terminal
1707228at2	Complete	Utg1904	1799889	1800263	+	171.6	92	https://v10-1.orthodb.org/?query=1707228at2	Ribosomal protein S12, bacterial-type
1713391at2	Duplicated	Utg1904	466430	466044	-	156.1	97	https://v10-1.orthodb.org/?query=1713391at2	Ribosomal protein S11
1713391at2	Duplicated	Utg1918	181206	180817	-	155.3	97	https://v10-1.orthodb.org/?query=1713391at2	Ribosomal protein S11
1720952at2	Complete	Utg1904	1780040	1779564	-	197.0	141	https://v10-1.orthodb.org/?query=1720952at2	SsrA-binding protein
1758685at2	Complete	Utg1988	26171	25434	-	75.6	92	https://v10-1.orthodb.org/?query=1758685at2	DNA repair protein RecO
1760144at2	Complete	Utg2010	11674	11240	-	101.2	95	https://v10-1.orthodb.org/?query=1760144at2	Translation initiation factor 3, C-terminal
1766414at2	Duplicated	Utg1918	122532	122140	-	114.8	99	https://v10-1.orthodb.org/?query=1766414at2	Ribosomal protein S9
1766414at2	Duplicated	Utg1904	404232	404618	+	114.5	99	https://v10-1.orthodb.org/?query=1766414at2	Ribosomal protein S9
1772647at2	Duplicated	Utg1904	466806	466450	-	147.1	96	https://v10-1.orthodb.org/?query=1772647at2	Ribosomal protein S13
1772647at2	Duplicated	Utg1918	181579	181223	-	145.1	96	https://v10-1.orthodb.org/?query=1772647at2	Ribosomal protein S13
1776954at2	Complete	Utg1904	3321082	3321465	+	54.5	71	https://v10-1.orthodb.org/?query=1776954at2	Ribosomal protein S6
1786618at2	Duplicated	Utg1918	188280	187870	-	158.1	102	https://v10-1.orthodb.org/?query=1786618at2	Ribosomal protein L16
1786618at2	Duplicated	Utg1904	473381	472968	-	144.7	102	https://v10-1.orthodb.org/?query=1786618at2	Ribosomal protein L16
1799923at2	Duplicated	Utg1918	187259	186888	-	138.0	104	https://v10-1.orthodb.org/?query=1799923at2	Ribosomal protein L14P
1799923at2	Duplicated	Utg1904	472424	472056	-	134.7	104	https://v10-1.orthodb.org/?query=1799923at2	Ribosomal protein L14P
1822215at2	Duplicated	Utg1918	123051	122548	-	163.4	113	https://v10-1.orthodb.org/?query=1822215at2	Ribosomal protein L13
1822215at2	Duplicated	Utg1904	403791	404219	+	159.9	112	https://v10-1.orthodb.org/?query=1822215at2	Ribosomal protein L13
1822695at2	Duplicated	Utg1930	25029	24664	-	93.8	88	https://v10-1.orthodb.org/?query=1822695at2	Ribosomal protein L7/L12
1822695at2	Duplicated	Utg1904	1213021	1213392	+	87.9	84	https://v10-1.orthodb.org/?query=1822695at2	Ribosomal protein L7/L12
1827295at2	Complete	Utg1904	3254287	3253832	-	70.4	60	https://v10-1.orthodb.org/?query=1827295at2	tRNA threonylcarbamoyl adenosine modification protein TsaE
1827334at2	Complete	Utg1904	1978292	1977741	-	92.4	89	https://v10-1.orthodb.org/?query=1827334at2	methyltransferase
1830156at2	Complete	Utg1904	435394	435870	+	71.5	70	https://v10-1.orthodb.org/?query=1830156at2	Endoribonuclease YbeY
1838961at2	Duplicated	Utg1918	179107	178721	-	106.3	83	https://v10-1.orthodb.org/?query=1838961at2	Ribosomal protein L17
1838961at2	Duplicated	Utg1904	464361	463984	-	99.4	82	https://v10-1.orthodb.org/?query=1838961at2	Ribosomal protein L17
1842956at2	Complete	Utg1930	32674	31712	-	47.8	78	https://v10-1.orthodb.org/?query=1842956at2	Biotin--acetyl-CoA-carboxylase ligase
1844275at2	Complete	Utg1904	2151445	2152461	+	180.2	178	https://v10-1.orthodb.org/?query=1844275at2	Aspartate carbamoyltransferase
1846503at2	Complete	Utg1904	1780176	1780667	+	124.8	107	https://v10-1.orthodb.org/?query=1846503at2	pantetheine-phosphate adenylyltransferase
1874945at2	Duplicated	Utg1918	183649	183215	-	79.8	74	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1874945at2	Duplicated	Utg1904	468856	468416	-	68.3	73	https://v10-1.orthodb.org/?query=1874945at2	Ribosomal protein L15
1890943at2	Duplicated	Utg1988	27765	27085	-	81.0	105	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1890943at2	Duplicated	Utg1904	3726750	3726058	-	76.8	103	https://v10-1.orthodb.org/?query=1890943at2	ribonuclease III
1893906at2	Duplicated	Utg1918	189634	189356	-	134.1	72	https://v10-1.orthodb.org/?query=1893906at2	Ribosomal protein S19, bacterial-type
1893906at2	Duplicated	Utg1904	474755	474480	-	131.3	71	https://v10-1.orthodb.org/?query=1893906at2	Ribosomal protein S19, bacterial-type
1904463at2	Duplicated	Utg1918	89354	89097	-	126.6	69	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1904463at2	Duplicated	Utg1904	169130	168873	-	120.2	69	https://v10-1.orthodb.org/?query=1904463at2	Ribosomal protein L27
1906715at2	Complete	Utg1904	939691	939137	-	46.8	75	https://v10-1.orthodb.org/?query=1906715at2	Protein GrpE
1932144at2	Duplicated	Utg2010	10900	10544	-	125.6	93	https://v10-1.orthodb.org/?query=1932144at2	Ribosomal protein L20
1932144at2	Duplicated	Utg1904	1555973	1556332	+	115.6	93	https://v10-1.orthodb.org/?query=1932144at2	Ribosomal protein L20
1937072at2	Duplicated	Utg1904	564482	564231	-	107.0	69	https://v10-1.orthodb.org/?query=1937072at2	Ribosomal protein S16
1937072at2	Duplicated	Utg1988	70688	70440	-	104.0	69	https://v10-1.orthodb.org/?query=1937072at2	Ribosomal protein S16
1937493at2	Complete	Utg1904	1094742	1095278	+	128.8	158	https://v10-1.orthodb.org/?query=1937493at2	ATP synthase subunit delta
1940575at2	Complete	Utg1904	3321477	3321704	+	83.1	48	https://v10-1.orthodb.org/?query=1940575at2	Ribosomal protein S18
1949059at2	Duplicated	Utg1918	89686	89375	-	127.7	100	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1949059at2	Duplicated	Utg1904	169460	169149	-	137.9	99	https://v10-1.orthodb.org/?query=1949059at2	Ribosomal protein L21
1959318at2	Complete	Utg1904	3321713	3322159	+	83.7	98	https://v10-1.orthodb.org/?query=1959318at2	Ribosomal protein L9
1963491at2	Duplicated	Utg1904	469893	469543	-	134.7	103	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1963491at2	Duplicated	Utg1918	184707	184354	-	134.6	103	https://v10-1.orthodb.org/?query=1963491at2	Ribosomal protein L18
1971380at2	Duplicated	Utg1918	69489	69088	-	137.4	124	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1971380at2	Duplicated	Utg1904	1269006	1269407	+	123.5	121	https://v10-1.orthodb.org/?query=1971380at2	Ribosome-binding factor A
1978865at2	Duplicated	Utg1904	475925	475605	-	106.6	94	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1978865at2	Duplicated	Utg1918	190792	190490	-	112.9	93	https://v10-1.orthodb.org/?query=1978865at2	Ribosomal protein L25/L23
1990141at2	Duplicated	Utg1904	1299172	1299441	+	111.1	67	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990141at2	Duplicated	Utg1918	68000	67731	-	108.3	67	https://v10-1.orthodb.org/?query=1990141at2	Ribosomal protein S15
1990650at2	Complete	Utg1904	1529643	1529242	-	82.6	79	https://v10-1.orthodb.org/?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Complete	Utg1904	2642322	2642056	-	75.5	64	https://v10-1.orthodb.org/?query=2005443at2	Ribosomal protein S20
2012682at2	Complete	Utg1904	477543	477232	-	141.3	87	https://v10-1.orthodb.org/?query=2012682at2	Ribosomal protein S10
2035880at2	Duplicated	Utg1904	472774	472517	-	91.9	57	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2035880at2	Duplicated	Utg1918	187679	187425	-	91.7	57	https://v10-1.orthodb.org/?query=2035880at2	Ribosomal protein S17/S11
2040741at2	Duplicated	Utg1918	186877	186563	-	61.3	54	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2040741at2	Duplicated	Utg1904	472046	471729	-	58.2	53	https://v10-1.orthodb.org/?query=2040741at2	Ribosomal protein L24
2046660at2	Duplicated	Utg2010	11147	10950	-	34.3	34	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2046660at2	Duplicated	Utg1904	1555767	1555961	+	35.0	33	https://v10-1.orthodb.org/?query=2046660at2	Ribosomal protein L35
2063644at2	Complete	Utg1918	187870	187679	-	51.5	40	https://v10-1.orthodb.org/?query=2063644at2	Ribosomal protein L29/L35
2066663at2	Complete	Utg1904	1363594	1363373	-	93.1	56	https://v10-1.orthodb.org/?query=2066663at2	Translation initiation factor IF-1
2075502at2	Complete	Utg1904	1251781	1251341	-	30.0	63	https://v10-1.orthodb.org/?query=2075502at2	YqgF/RNase H-like domain
